filepath,label
dataset\Tomato___Late_blight\a72398fc-23d1-4cb5-9331-d06fb7a13c7f___GHLB2 Leaf 8978_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\d2a7358e-6ba9-46ed-b5fd-5ba0fd1175f4___GH_HL Leaf 307_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\def2ded7-c610-404f-909f-83325dc4c85e___RS_Late.B 6854_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\239111ba-7348-4075-bacb-e206d440ecc8___RS_Late.B 5389_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\df2cde45-b06c-421e-b0b9-955bf8b8f2e7___GCREC_Bact.Sp 2978_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\7712359a-9f55-4d3a-8bb5-c123ebf1957e___GCREC_Bact.Sp 6022_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\8b2bb3d4-b5db-4772-8151-2689b7d52846___GHLB_PS Leaf 19.1 Day 8_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\116f4d08-405e-492c-a8b2-dd596b19b820___GCREC_Bact.Sp 3053_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\b7b5399c-fbd6-4435-8523-80e9166f1d6a___GCREC_Bact.Sp 6001_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\9f77a006-11c0-4466-bdb3-9273b299450d___RS_Erly.B 7800_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\44ddc088-1234-4cc8-aa29-e695104a7d1b___GCREC_Bact.Sp 6162_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\2fa6cd46-eb76-481e-b15a-44c858f705b3___RS_Erly.B 9532_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\1b3ccbf3-c1e1-476e-b34a-6af0a6fbb349___GCREC_Bact.Sp 3735_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8bf28323-446a-4cdd-bb99-0920cda26e41___UF.GRC_BS_Lab Leaf 8907_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\40688c11-791b-465a-9476-a5069e24a56f___GCREC_Bact.Sp 3064_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\d88e3218-6639-430b-a74b-6b7353b1b964___GH_HL Leaf 377_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\2792287f-aa8e-4c03-aabe-479e75cdc0f8___RS_Erly.B 9584_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\bb2586ff-9676-4100-89f7-200d9ce5ecd6___RS_Erly.B 9386_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\78981c8c-0a81-45ed-8e6d-5413d7e2f01a___GCREC_Bact.Sp 3554_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\93c80433-e24f-4b39-9f44-10141243b588___GHLB2 Leaf 8940_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\9a2960cc-21cf-470c-990e-e315699c2029___RS_Erly.B 9467_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\834e7256-4e64-41bf-93e6-60edba4a1e8a___UF.GRC_BS_Lab Leaf 0286_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\aca65de6-6464-4f8c-803d-b55f92f950f8___RS_Erly.B 6663_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\64fade29-cabf-4ec2-a5cf-8c7aeca19eea___RS_Erly.B 6427_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\77bd1b85-eaed-41f8-97b0-d6e91b6f953d___RS_Erly.B 8212_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\9718ddc7-7afb-40e4-b94a-bf86c9e0beea___GHLB2 Leaf 8642_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\49a59716-84d4-44bd-b1c7-4571def5be12___GH_HL Leaf 421_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c873c09b-f3b9-466c-bd1d-dc069eefde79___GHLB2 Leaf 9063_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\375a4113-c296-4b3a-897b-da6f4ac660dc___RS_Erly.B 6408_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\919da9f4-c9aa-4c11-a383-17fdc98876c0___GCREC_Bact.Sp 5809_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\e82d7b9f-9e5a-4d2c-9094-4b3961a062bd___GCREC_Bact.Sp 2976_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\d8bfc53d-7b22-48a7-a884-c808927dc149___RS_Erly.B 6349_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\e6f3e3b6-8d73-4564-9e0b-771302aaa6ef___RS_HL 0626_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\9cd2e960-3941-4b60-84fb-0ed227c26ed7___RS_Erly.B 7839_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\3d997709-70ca-4845-a4df-02995c20f5f0___GCREC_Bact.Sp 2987_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\ec1bfc74-550b-4478-95c0-d60c1379957a___RS_HL 9879_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\6516ac80-5103-4d40-8200-af7dbdc239e7___GH_HL Leaf 202.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\8809940a-a097-4488-9e49-3ffdc10d8d9a___GH_HL Leaf 245_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\41e1ea20-a4d0-4ef0-9362-b3756c8c06ec___GHLB2 Leaf 8755_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\34bd18fa-d898-40d4-83ed-665caabed7d0___RS_Late.B 5113_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\954e415f-a2ae-42ba-ac21-fdd41da95ff2___GCREC_Bact.Sp 5935_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\1a02fa87-a194-482e-b4ac-8dec2064d793___RS_HL 0022_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\98a33963-bf05-4c93-a217-045c06047616___GCREC_Bact.Sp 5985_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\aae99313-6183-4d7d-832f-f5af6d1522fc___GHLB2 Leaf 8950_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\0cdd34fe-e8f2-41a7-b634-475338233f87___GHLB2 Leaf 8801_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\bf89b543-1d30-4648-8b4a-bb8d1f2f913a___GHLB2 Leaf 8606_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\e110eaa3-3f80-477f-ad86-18b7e308b764___RS_HL 0349_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\7b4b71f7-ba45-45b8-80c4-a80ae73b9d0f___RS_Erly.B 7611_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\534e4d2c-e2cc-4448-9181-95b9af3ff56a___RS_HL 0198_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\2cafa053-4dd6-4528-bb4f-53e4afeecefe___GCREC_Bact.Sp 2968_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\4f107108-ac41-4921-b933-4e041604de61___GCREC_Bact.Sp 5579_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\91da720b-dc5c-4e35-8b74-50229a43f8be___GCREC_Bact.Sp 2956_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\66dfa158-9918-43db-9c9f-5a34d66e86bc___GCREC_Bact.Sp 6005_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0f67214c-eede-4292-b731-30ef1c47b7b6___RS_Late.B 4902_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\960137a5-2b52-4349-8c33-cb8b7afed9eb___GHLB2 Leaf 8765_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\bb06c1c7-3f4d-45d0-8882-b2eb8861b834___GH_HL Leaf 372_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\3271f296-5264-4600-94e0-bde6cf1a2b42___RS_Erly.B 8300_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\08593ca1-a595-44d1-8052-3d1430f305d3___GHLB2 Leaf 8579_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\6f46242c-3654-4670-8587-91c6b74af742___RS_HL 9731_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\df99e31e-11ab-49be-bd51-d1fda2667c76___GH_HL Leaf 458_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\2c0d4b4f-d53f-4acc-bc40-ae766236b526___UF.GRC_BS_Lab Leaf 9298_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\e7b30707-3b57-49a1-ba38-ad82ca2c6cce___GCREC_Bact.Sp 5795_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\25cac927-fd33-4890-9948-8aa1e9a7af52___GH_HL Leaf 293.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\58a1fb7e-5af6-42f1-8694-c76fd80ebf05___RS_Late.B 7108_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\eb1ee57d-0468-4a6c-941d-342cb60ea600___RS_Late.B 5420_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7cf98788-6726-455c-9b6b-0163e80d4c0d___GCREC_Bact.Sp 3733_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\5d3ceaec-e677-475f-b8ec-1efa66a6c84b___RS_HL 0237_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\bdb7245f-e54f-42d9-a60a-3122ee72a398___GCREC_Bact.Sp 3815_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3d16ce8b-81ef-4be2-aec6-d1deab7282b4___RS_HL 0089_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\7141e8d1-1554-4030-85dc-be5e984eb6ef___GH_HL Leaf 471_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\d69cda61-f13d-4d73-9a4b-ac0e7c386389___GHLB2 Leaf 98_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B 6388_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\3dab5935-91ca-489d-b4f4-127300fc527e___RS_Erly.B 6342_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\a18d9608-18d6-4d61-bee8-bed85e479663___GCREC_Bact.Sp 3484_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3247a6d7-a473-414f-af51-2d8de917ee82___RS_HL 9622_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\d8218386-5974-4ab6-b453-6d628317d82d___GCREC_Bact.Sp 6232_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\5e046b07-5da5-4cfd-a6f1-bb942eeef5f9___RS_Late.B 6216_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\ab43ead0-0a4c-4069-8c29-43310eb145e1___GH_HL Leaf 419_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\91a223de-d549-43cd-8ffe-81b650b28edd___RS_HL 0028_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\3a08d08d-9820-492b-a99f-eb19147724b7___GCREC_Bact.Sp 3288_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\1fdbbbb4-fb2b-415b-a316-16688f21c4da___GCREC_Bact.Sp 3338_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\cdb26b0e-04b6-4ccf-855c-d85a106c1f95___RS_Erly.B 8387_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\c3e85d27-e5e0-4897-a039-22640e696184___RS_Erly.B 9459_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\8662590c-1a1e-450e-97fa-07fb26faf0c1___GHLB2 Leaf 8919_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\6cace5f6-3589-4fb9-bb64-bee6872b8467___UF.GRC_BS_Lab Leaf 0299_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\cedebb08-bf5c-434a-931e-63ce9621b77e___GHLB2 Leaf 9091_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\9dcb8870-47cb-4816-bb88-a435b5844cf6___GH_HL Leaf 207_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\41f6fe04-5205-4a08-a2a1-961080b5edef___GHLB2 Leaf 8703_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\1fee5d1d-ab19-43ed-bef2-9547bbd1fdc9___RS_HL 0137_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\44902d94-0273-4f60-ae20-d0ea4b202452___RS_Late.B 5587_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\af614af9-a200-4887-a394-13667ecbc8f7___GCREC_Bact.Sp 6000_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\744d7841-7130-4c98-b20f-0f6581115783___GCREC_Bact.Sp 5618_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\aefc20fb-6226-4bb9-90e7-6619219ec15a___GHLB Leaf 23.2 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\04747279-48b2-4ce1-932b-e511424beb6b___RS_Erly.B 8240_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\07cb5416-a029-467f-a306-252c2a64d2e6___RS_HL 0543_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\e920998f-6980-4011-90f7-78fdc1c4eaad___RS_Late.B 6118_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\5de6da85-f8c4-48c4-b463-3e6bd78884cc___GHLB_PS Leaf 24 Day 16_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\ab1f0275-f2db-4dcf-befb-8921c6101b80___RS_Erly.B 7596_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\02fd4e60-db82-441c-87f6-08de768a4462___GCREC_Bact.Sp 5547_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\533debcd-c993-4c11-8515-9ec280cdc023___RS_Erly.B 7389_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\5393abd2-b4e2-4af2-94d4-c52c919fc157___RS_HL 0322_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\af83b40a-8cac-4467-a44b-1a129b25e4fc___GH_HL Leaf 362.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ffcf0c9e-f932-4836-b160-47277fbe124c___GCREC_Bact.Sp 3776_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\136a69f1-2cf0-4fc6-bf40-8ed63bd3db94___RS_HL 9624_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\4fe65f68-958a-4d32-875a-6a25260f3b69___GCREC_Bact.Sp 5768_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\a20c3f1b-0788-423d-a6dd-22e29b33a882___GCREC_Bact.Sp 6231_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\247e79d6-1874-4ce4-a777-a03a4f94edbf___GH_HL Leaf 211.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\d374d0c5-2a5c-4d5e-afc6-0410d91c9d55___GCREC_Bact.Sp 6321_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ff07f986-68db-49c2-9664-d154c2606228___UF.GRC_BS_Lab Leaf 0254_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\a7cee503-4a3e-42dc-963c-2ae166064f6a___RS_Late.B 5602_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\1e1aa3d8-d12f-47e1-b316-b8656ab3f2b6___RS_HL 0075_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\ec7b4f39-0aff-4fdb-96cd-5c8cbaf3bf34___GCREC_Bact.Sp 2963_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\51c29eaf-bd3a-427b-8ff7-ef970131ba95___GH_HL Leaf 345_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\45b562f0-a975-4c93-a705-699d7cc977bc___GCREC_Bact.Sp 5733_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3e204d0d-cfdb-41a2-a68b-c3168305d099___GH_HL Leaf 441.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\302da4a0-3b99-46ad-80f6-16ae585abf24___GHLB_PS Leaf 2.1 Day 18_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\46aabd9e-80c5-440b-924a-229f146b571c___GHLB2 Leaf 8955_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\c7a532ff-1b42-4a36-8207-646f8d71d994___RS_HL 0202_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\fe95468b-717b-4a28-ba8d-dfb156a93a0e___GCREC_Bact.Sp 6216_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\d8754b7f-53a4-4e69-8f54-1ec9f7581799___RS_Erly.B 6436_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\235073b6-d329-4ebe-9e1d-015108760d6f___GCREC_Bact.Sp 5907_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\1e671658-3463-4a38-8b6a-e2867aeeda10___RS_Erly.B 6359_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\2b37aa48-ff2a-461d-97db-bf92628edde1___RS_Late.B 7086_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\a90b4d5b-86f9-48ae-9ede-ae3ac462f9bc___RS_HL 9872_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\eed6f6bd-c665-4839-9c91-aa545bbbc202___RS_Late.B 5618_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\29e924db-ef09-49f2-9db3-e3c548a444d5___GHLB_PS Leaf 17.1 Day 9_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\e615ae3b-8526-42f0-9c0f-2678e0a50ad4___RS_Late.B 6145_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\9c25e7f8-d28f-4884-b1e4-293584fca4cb___GCREC_Bact.Sp 6199_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\03a15d38-e1b5-4586-b763-2bad2d268290___RS_Late.B 5207_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\28357fdb-17f9-49e4-a10f-a5dae53aa48f___GCREC_Bact.Sp 3294_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\6b6aeb18-f29a-4e58-bd08-5cd1c2fdd598___GCREC_Bact.Sp 5796_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\66b10743-4e3f-4c82-afb5-3b95d019d88d___GCREC_Bact.Sp 3392_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\def832df-c202-4e72-ae0a-0687e62c70ce___RS_Late.B 5071_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\7acc2f36-b465-4131-9110-265965ccdb87___RS_HL 0150_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\b67b2bfe-af4a-45ce-8df0-ab679ac9c559___RS_HL 9797_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\64fd8cac-b985-45c1-9a5d-5f2f49381047___RS_Erly.B 9494_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\8227d24c-9e0f-4119-9324-8ba192ba9201___GCREC_Bact.Sp 3299_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\1159051e-1278-4b35-929c-e26b963d048f___GHLB_PS Leaf 8.1 Day 16_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\bb058b97-a4b8-4a36-8179-2a8fa186085c___RS_Late.B 4927_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\d449e255-119a-44cb-844a-f187518e0fc2___GCREC_Bact.Sp 5701_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\6855445b-ec04-42c0-bc12-ee8ff64420a0___GCREC_Bact.Sp 3268_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3280ef48-8260-4a34-8e37-e079b74ed160___RS_HL 0392_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\1c0bc46f-d72f-4826-9cb4-8879d80cac73___GHLB2 Leaf 9012_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\dfe0a874-9a6c-4121-9f20-b0e7a85a5996___GCREC_Bact.Sp 5684_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\518d8b79-c548-42e4-b78d-f2145eb1d6da___RS_Erly.B 7794_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\bff5e162-e242-484d-ac72-96c0da9a39f7___RS_Late.B 6284_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\1f38b254-2338-4e4a-b772-2a8e60ca8bc0___GHLB2 Leaf 121.3_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\65d94a14-e372-4f4f-b955-c2144ebd3166___GHLB_PS Leaf 28 Day 13_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\79debbff-9c0f-4a5c-a4c7-4b2bc97406dc___RS_HL 0244_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\a3666572-94a1-4cc7-8caa-f7e43a1d64a4___GCREC_Bact.Sp 5909_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\e28da6e4-81ad-42ff-ad15-b7a60d9546f2___GCREC_Bact.Sp 6363_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\126e12d3-3d51-4ba6-861f-e6ed09ee951f___GHLB2 Leaf 9021_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\d8b6f17a-5189-47ae-904f-be4a09dce0ad___UF.GRC_BS_Lab Leaf 9009_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\00b7e89a-e129-4576-b51f-48923888bff9___GCREC_Bact.Sp 6202_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\f8024ad7-ded1-42aa-ab6d-139f7069d10e___RS_Late.B 7157_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\e863a52c-337f-4534-9510-320980cc4303___GCREC_Bact.Sp 6159_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3fb742ed-4a71-47d2-9c40-60768bc01cd4___GCREC_Bact.Sp 5977_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\e9f45c75-db52-4a85-ab72-0b9adf1f047b___GH_HL Leaf 480.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\d20d7a01-ca5b-41ed-ade2-e62caf0ef543___GCREC_Bact.Sp 6003_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\3f389ac5-10ee-4623-98f2-76b0b479cf3e___RS_Late.B 6785_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\f1164b16-0b05-413e-be8d-79d85901e34b___GCREC_Bact.Sp 3443_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\70ef2f0f-3070-443d-b94f-983b87b41791___RS_Erly.B 9385_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\df64e1d3-7700-423e-983e-2b082ff4a36b___GHLB2 Leaf 9099_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\1f96aa30-b5fd-4730-a758-ca586cbcf59f___GCREC_Bact.Sp 3688_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\6ed45835-4863-4d95-9d71-8ec0f1b26f27___GHLB2 Leaf 8834_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\399da916-8ffa-40f0-a7a6-62442f14067b___RS_HL 0088_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\08c1c1e5-bb78-44d5-b46f-a86386c0ef3b___RS_HL 0063_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\dfc06cd2-243e-4704-ba23-a23a4ed02ca3___UF.GRC_BS_Lab Leaf 1035_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\7218c0f5-1083-4b2d-b0da-4c32edb279de___GCREC_Bact.Sp 3286_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8282af2e-63e1-4522-afed-d9a5210d30ec___GCREC_Bact.Sp 5898_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\69ec13bc-48bf-4a91-adc0-acb4386979ac___RS_Erly.B 7732_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\1873e09f-31fd-4612-920a-861fac1af687___RS_Erly.B 7797_final_masked.jpg,Tomato___Early_blight
